Airline,Departure,Arrival,Duration,Price,No. Transit,Layover Time,Layover Place Code,Layover Place,Website
"SAS, operated by Regional Jet",17:30,11:10,18h 40m,$697.29,2 stops,"['3h 35m', '9h 50m']","['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
Lufthansa,06:40,13:55,8h 15m,"$1,288.45",2 stops,['1h 40m'],"['FRA', 'DUS']","['Frankfurt International Apt', 'Dusseldorf International Airport']",Booking
Lufthansa,06:40,13:55,8h 15m,"$1,291.84",2 stops,"['1h 00m', '1h 30m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
Lufthansa,06:40,13:35,7h 55m,"$1,351.30",2 stops,['1h 50m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,13:35,7h 55m,"$1,351.30",2 stops,['1h 40m'],"['FRA', 'DUS']","['Frankfurt International Apt', 'Dusseldorf International Airport']",Booking
Lufthansa,06:40,16:15,10h 35m,"$1,212.12",1 stop,['5h 50m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,14:10,8h 30m,"$1,300.60",2 stops,"['1h 10m', '2h 00m']","['FRA', 'STR']","['Frankfurt International Apt', 'Stuttgart Echterdingen Apt']",Booking
"Austrian Airlines, operated by Lufthansa",18:10,17:30,24h 20m,$591.27,2 stops,"['2h 05m', '15h 50m']",['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,14:15,8h 35m,"$1,291.84",2 stops,"['1h 00m', '1h 50m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
Lufthansa,06:40,14:20,8h 40m,"$1,288.45",2 stops,['2h 05m'],"['FRA', 'DUS']","['Frankfurt International Apt', 'Dusseldorf International Airport']",Booking
Lufthansa,06:40,14:20,8h 40m,"$1,291.84",2 stops,"['1h 00m', '1h 50m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
Lufthansa,13:40,20:50,8h 10m,"$1,351.30",2 stops,['2h 05m'],"['FRA', 'DUS']","['Frankfurt International Apt', 'Dusseldorf International Airport']",Booking
Lufthansa,13:40,20:50,8h 10m,"$1,351.30",2 stops,"['1h 00m', '1h 55m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
"Austrian Airlines, operated by Lufthansa",18:10,17:30,24h 20m,$597.94,2 stops,['1h 55m'],['FRA'],['Frankfurt International Apt'],Booking
"SAS, operated by Regional Jet",11:25,18:20,7h 55m,"$1,396.48",2 stops,['1h 30m'],"['ARN', 'FRA']","['Stockholm Arlanda Apt', 'Frankfurt International Apt']",Booking
Lufthansa,06:40,14:05,8h 25m,"$1,341.14",2 stops,"['11h 05m', '6h 45m']",['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,14:05,8h 25m,"$1,341.14",2 stops,"['1h 35m', '1h 30m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Air Baltic,05:25,13:05,8h 40m,"$1,317.44",2 stops,"['1h 00m', '2h 15m']",NaN,NaN,Booking
"Austrian Airlines, operated by Lufthansa",18:10,17:30,24h 20m,$611.67,2 stops,"['12h 35m', '5h 15m']",['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",18:10,17:30,24h 20m,$611.67,2 stops,"['1h 35m', '1h 30m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
"Austrian Airlines, operated by Lufthansa",18:10,17:30,24h 20m,$611.67,2 stops,"['1h 00m', '2h 15m']",NaN,NaN,Booking
"Austrian Airlines, operated by Lufthansa",18:10,17:30,24h 20m,$611.67,2 stops,['17h 05m'],['FRA'],['Frankfurt International Apt'],Booking
"Austrian Airlines, operated by Lufthansa",18:10,17:30,24h 20m,$611.67,2 stops,"['14h 35m', '3h 15m']",['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,14:20,8h 40m,"$1,341.14",2 stops,"['1h 35m', '1h 45m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,14:20,8h 40m,"$1,341.14",2 stops,"['1h 35m', '1h 45m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
"Air Europa, operated by KLM",07:00,09:40,27h 40m,$564.80,2 stops,"['10h 25m', '10h 40m']",['MAD'],['Madrid Barajas Apt'],Booking
"Lufthansa, operated by Lufth Cityline",06:10,14:05,8h 55m,"$1,333.36",2 stops,"['1h 20m', '2h 05m']","['MUC', 'ZRH']","['Munich International Airport', 'Zurich Airport']",Booking
"Air Europa, operated by KLM",07:00,09:40,27h 40m,$572.20,2 stops,"['2h 25m', '18h 40m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",07:00,09:40,27h 40m,$572.20,2 stops,['20h 15m'],['MAD'],['Madrid Barajas Apt'],Booking
"Austrian Airlines, operated by Lufthansa Cityline For Lufthansa",06:10,17:30,36h 20m,$466.88,2 stops,"['1h 20m', '2h 05m']","['MUC', 'ZRH']","['Munich International Airport', 'Zurich Airport']",Booking
Lufthansa,13:40,21:55,9h 15m,"$1,303.15",2 stops,"['2h 25m', '18h 40m']",['MAD'],['Madrid Barajas Apt'],Booking
"Lufthansa, operated by Lufth Cityline",06:10,14:20,9h 10m,"$1,333.36",2 stops,"['1h 20m', '2h 20m']","['MUC', 'ZRH']","['Munich International Airport', 'Zurich Airport']",Booking
Lufthansa,06:40,15:20,9h 40m,"$1,288.45",2 stops,['3h 05m'],"['FRA', 'DUS']","['Frankfurt International Apt', 'Dusseldorf International Airport']",Booking
"Air Europa, operated by KLM",07:00,11:35,29h 35m,$572.20,2 stops,"['7h 45m', '22h 25m']",['MUC'],['Munich International Airport'],Booking
"Air Europa, operated by KLM",07:00,11:35,29h 35m,$572.20,2 stops,"['2h 25m', '20h 35m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",07:00,11:35,29h 35m,$572.20,2 stops,"['1h 20m', '2h 20m']","['MUC', 'ZRH']","['Munich International Airport', 'Zurich Airport']",Booking
"Lufthansa, operated by Jettime A/S For Scandinavian Airlines",07:00,16:15,10h 15m,"$1,271.04",2 stops,"['10h 25m', '12h 35m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",13:55,09:40,44h 45m,$421.20,2 stops,"['2h 25m', '20h 35m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",13:55,09:40,44h 45m,$421.20,2 stops,"['16h 15m', '22h 05m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",13:55,09:40,44h 45m,$421.20,2 stops,"['18h 20m', '20h 05m']",['MAD'],['Madrid Barajas Apt'],Booking
Lufthansa,06:40,15:45,10h 05m,"$1,288.45",2 stops,['3h 30m'],"['FRA', 'DUS']","['Frankfurt International Apt', 'Dusseldorf International Airport']",Booking
"Air Europa, operated by KLM",13:55,20:20,31h 25m,$564.80,2 stops,"['16h 15m', '8h 45m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",13:55,20:20,31h 25m,$564.80,2 stops,"['18h 20m', '6h 45m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",13:55,11:35,46h 40m,$421.20,2 stops,"['19h 35m', '20h 35m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",13:55,11:35,46h 40m,$421.20,2 stops,"['18h 20m', '6h 45m']",['MAD'],['Madrid Barajas Apt'],Booking
"Air Europa, operated by KLM",13:55,11:35,46h 40m,$421.20,2 stops,"['18h 20m', '22h 00m']",['MAD'],['Madrid Barajas Apt'],Booking
"SAS, operated by Regional Jet",11:25,11:10,24h 45m,$698.47,2 stops,['18h 20m'],"['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
"SAS, operated by Regional Jet",11:25,11:10,24h 45m,$698.47,2 stops,"['7h 20m', '11h 55m']","['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
"SAS, operated by Regional Jet",11:25,11:10,24h 45m,$698.47,2 stops,"['9h 25m', '9h 50m']","['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
"SAS, operated by Regional Jet",11:25,11:10,24h 45m,$698.47,2 stops,"['7h 20m', '11h 55m']","['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
Lufthansa,18:10,04:00,10h 50m,"$1,304.58",2 stops,"['1h 25m', '4h 45m']",['FRA'],['Frankfurt International Apt'],Booking
"Air Europa, operated by KLM",07:00,15:55,33h 55m,$564.80,2 stops,"['10h 25m', '8h 50m']","['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
"Austrian Airlines, operated by Lufthansa Cityline For Lufthansa",12:50,11:50,48h 00m,$436.15,2 stops,"['20h 50m', '21h 05m']",['MUC'],['Munich International Airport'],Booking
Lufthansa,06:40,16:30,10h 50m,"$1,343.84",2 stops,['4h 05m'],"['FRA', 'BRU']","['Frankfurt International Apt', 'Brussels National Airport']",Booking
Lufthansa,06:40,16:30,10h 50m,"$1,343.84",2 stops,"['1h 25m', '3h 40m']","['FRA', 'BRU']","['Frankfurt International Apt', 'Brussels National Airport']",Booking
Lufthansa,06:40,16:30,10h 50m,"$1,343.84",2 stops,['4h 05m'],"['FRA', 'BRU']","['Frankfurt International Apt', 'Brussels National Airport']",Booking
"Air Europa, operated by KLM",07:00,15:55,33h 55m,$572.20,2 stops,"['10h 25m', '16h 55m']",['MAD'],['Madrid Barajas Apt'],Booking
Lufthansa,06:40,16:30,10h 50m,"$1,348.13",2 stops,"['3h 15m', '1h 50m']","['FRA', 'BRU']","['Frankfurt International Apt', 'Brussels National Airport']",Booking
Lufthansa,06:40,16:30,10h 50m,"$1,348.13",2 stops,"['1h 25m', '3h 40m']","['FRA', 'BRU']","['Frankfurt International Apt', 'Brussels National Airport']",Booking
Lufthansa,06:40,16:30,10h 50m,"$1,348.13",2 stops,"['3h 15m', '1h 50m']","['FRA', 'BRU']","['Frankfurt International Apt', 'Brussels National Airport']",Booking
Lufthansa,19:40,08:05,13h 25m,"$1,289.10",1 stop,['8h 35m'],['MUC'],['Munich International Airport'],Booking
"Lufthansa, operated by Lufth Cityline",06:10,19:55,14h 45m,"$1,204.32",1 stop,['10h 00m'],['MUC'],['Munich International Airport'],Booking
Lufthansa,06:40,17:30,11h 50m,"$1,288.45",2 stops,"['3h 15m', '1h 50m']","['FRA', 'BRU']","['Frankfurt International Apt', 'Brussels National Airport']",Booking
Lufthansa,06:40,17:30,11h 50m,"$1,288.45",2 stops,['10h 00m'],['MUC'],['Munich International Airport'],Booking
Lufthansa,06:40,17:35,11h 55m,"$1,300.60",2 stops,['5h 15m'],"['FRA', 'DUS']","['Frankfurt International Apt', 'Dusseldorf International Airport']",Booking
Lufthansa,06:40,17:35,11h 55m,"$1,300.60",2 stops,"['5h 10m', '1h 25m']","['FRA', 'STR']","['Frankfurt International Apt', 'Stuttgart Echterdingen Apt']",Booking
"Lufthansa, operated by Lufth Cityline",06:10,20:00,14h 50m,"$1,222.61",1 stop,['10h 00m'],['MUC'],['Munich International Airport'],Booking
"SAS, operated by City Jet",11:15,09:50,23h 35m,$782.21,2 stops,"['5h 15m', '11h 45m']","['CPH', 'ARN']","['Copenhagen Apt', 'Stockholm Arlanda Apt']",Booking
"Finnair, operated by Iberia For Finnair",16:40,17:25,25h 45m,$867.82,1 stop,['19h 55m'],['MAD'],['Madrid Barajas Apt'],Booking
Lufthansa,06:40,19:05,13h 25m,"$1,300.60",2 stops,"['1h 10m', '6h 55m']","['FRA', 'STR']","['Frankfurt International Apt', 'Stuttgart Echterdingen Apt']",Booking
Lufthansa,06:40,19:05,13h 25m,"$1,300.60",2 stops,"['5h 10m', '2h 55m']","['FRA', 'STR']","['Frankfurt International Apt', 'Stuttgart Echterdingen Apt']",Booking
"Air Europa, operated by KLM",07:00,23:05,41h 05m,$564.80,2 stops,"['23h 05m', '11h 30m']",['MAD'],['Madrid Barajas Apt'],Booking
Lufthansa,06:40,19:20,13h 40m,"$1,300.60",2 stops,"['1h 10m', '7h 10m']","['FRA', 'STR']","['Frankfurt International Apt', 'Stuttgart Echterdingen Apt']",Booking
Lufthansa,06:40,18:55,13h 15m,"$1,341.14",2 stops,"['6h 20m', '1h 35m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,18:55,13h 15m,"$1,341.14",2 stops,"['5h 10m', '2h 55m']","['FRA', 'STR']","['Frankfurt International Apt', 'Stuttgart Echterdingen Apt']",Booking
Lufthansa,06:40,18:55,13h 15m,"$1,341.14",2 stops,"['1h 10m', '7h 10m']","['FRA', 'STR']","['Frankfurt International Apt', 'Stuttgart Echterdingen Apt']",Booking
Lufthansa,06:40,18:55,13h 15m,"$1,341.14",2 stops,"['4h 50m', '3h 10m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,18:55,13h 15m,"$1,341.14",2 stops,"['1h 35m', '6h 25m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,18:55,13h 15m,"$1,341.14",2 stops,"['4h 50m', '3h 10m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:45,14h 05m,"$1,289.58",2 stops,"['1h 45m', '6h 50m']","['FRA', 'NUE']","['Frankfurt International Apt', 'Nuremberg Apt']",Booking
Lufthansa,06:40,19:45,14h 05m,"$1,289.58",2 stops,"['5h 10m', '3h 25m']","['FRA', 'NUE']","['Frankfurt International Apt', 'Nuremberg Apt']",Booking
Lufthansa,18:10,09:25,16h 15m,"$1,295.23",1 stop,['11h 35m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,06:40,19:20,13h 40m,"$1,341.14",2 stops,"['6h 20m', '1h 55m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:20,13h 40m,"$1,341.14",2 stops,"['6h 20m', '1h 55m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:20,13h 40m,"$1,341.14",2 stops,"['1h 35m', '6h 45m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:20,13h 40m,"$1,341.14",2 stops,"['1h 35m', '6h 45m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:20,13h 40m,"$1,341.14",2 stops,"['4h 50m', '3h 30m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:20,13h 40m,"$1,341.14",2 stops,"['1h 35m', '6h 45m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,19:40,12:00,17h 20m,"$1,243.91",1 stop,"['4h 50m', '3h 30m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:55,14h 15m,"$1,350.59",2 stops,"['4h 50m', '3h 30m']","['FRA', 'ZRH']","['Frankfurt International Apt', 'Zurich Airport']",Booking
Lufthansa,06:40,19:55,14h 15m,"$1,350.59",2 stops,"['2h 00m', '6h 35m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
Lufthansa,06:40,19:55,14h 15m,"$1,350.59",2 stops,"['4h 00m', '4h 35m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
Lufthansa,06:40,19:55,14h 15m,"$1,350.59",2 stops,"['5h 00m', '3h 35m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
"Austrian Airlines, operated by Lufthansa Cityline For Lufthansa",12:50,17:30,29h 40m,$792.59,2 stops,"['17h 15m', '6h 20m']",['MUC'],['Munich International Airport'],Booking
Lufthansa,18:10,11:05,17h 55m,"$1,309.41",1 stop,"['4h 00m', '4h 35m']","['FRA', 'MUC']","['Frankfurt International Apt', 'Munich International Airport']",Booking
Lufthansa,13:40,07:20,18h 40m,"$1,309.41",1 stop,['14h 00m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,13:40,09:25,20h 45m,"$1,309.41",1 stop,"['17h 15m', '6h 20m']",['MUC'],['Munich International Airport'],Booking
"Austrian Airlines, operated by Lufthansa Cityline For Lufthansa",06:10,17:30,36h 20m,$792.59,2 stops,['13h 15m'],['FRA'],['Frankfurt International Apt'],Booking
Lufthansa,18:10,14:50,21h 40m,"$1,309.41",1 stop,['17h 00m'],['FRA'],['Frankfurt International Apt'],Booking
"SAS, operated by Regional Jet",11:25,11:10,24h 45m,"$1,130.45",2 stops,"['3h 40m', '15h 35m']","['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
"SAS, operated by Regional Jet",11:25,11:10,24h 45m,"$1,130.45",2 stops,"['1h 55m', '17h 20m']","['ARN', 'CPH']","['Stockholm Arlanda Apt', 'Copenhagen Apt']",Booking
"SAS, operated by Regional Jet",11:25,18:55,8h 30m,"$2,607.29",2 stops,"['1h 30m', '1h 20m']","['ARN', 'ZRH']","['Stockholm Arlanda Apt', 'Zurich Airport']",Booking
"SAS, operated by Jettime A/S",07:00,15:15,9h 15m,"$2,504.32",2 stops,"['2h 05m', '1h 50m']","['CPH', 'FRA']","['Copenhagen Apt', 'Frankfurt International Apt']",Booking
"SAS, operated by Regional Jet",17:30,19:30,51h 00m,$698.47,2 stops,"['1h 30m', '1h 20m']","['ARN', 'ZRH']","['Stockholm Arlanda Apt', 'Zurich Airport']",Booking
"SAS, operated by Jettime A/S",07:00,16:15,10h 15m,"$2,410.55",2 stops,"['2h 05m', '2h 50m']","['CPH', 'FRA']","['Copenhagen Apt', 'Frankfurt International Apt']",Booking
"SAS, operated by Jettime A/S",07:00,18:20,12h 20m,"$2,279.44",2 stops,"['2h 05m', '5h 00m']","['CPH', 'FRA']","['Copenhagen Apt', 'Frankfurt International Apt']",Booking
"Swiss, operated by Jettime A/S",07:00,17:25,11h 25m,"$2,627.35",2 stops,"['1h 55m', '4h 10m']","['CPH', 'ZRH']","['Copenhagen Apt', 'Zurich Airport']",Booking
"Swiss, operated by Jettime A/S For Scandinavian Airlines",07:00,18:55,12h 55m,"$2,632.55",2 stops,"['1h 55m', '5h 40m']","['CPH', 'ZRH']","['Copenhagen Apt', 'Zurich Airport']",Booking
"Swiss, operated by Jettime A/S",07:00,19:20,13h 20m,"$2,627.35",2 stops,"['1h 55m', '6h 00m']","['CPH', 'ZRH']","['Copenhagen Apt', 'Zurich Airport']",Booking
"Swiss, operated by Jettime A/S",07:00,19:20,13h 20m,"$2,627.35",2 stops,['7h 10m'],"['CPH', 'ZRH']","['Copenhagen Apt', 'Zurich Airport']",Booking
"Swiss, operated by Xfly For Scandinavian Airlines",11:25,08:45,22h 20m,"$2,168.43",2 stops,"['1h 55m', '6h 00m']","['CPH', 'ZRH']","['Copenhagen Apt', 'Zurich Airport']",Booking
"Swiss, operated by Cityjet For Scandinavian Airlines",11:15,08:45,22h 30m,"$2,627.35",2 stops,['7h 10m'],"['CPH', 'ZRH']","['Copenhagen Apt', 'Zurich Airport']",Booking
"Swiss, operated by Cityjet For Scandinavian Airlines",11:15,08:45,22h 30m,"$2,628.14",2 stops,"['4h 10m', '12h 30m']","['ARN', 'ZRH']","['Stockholm Arlanda Apt', 'Zurich Airport']",Booking
